Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode
44,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,7,No,3,3,1,23,5,3,15,3,3.7142857142857144,0.45454545454545453,0.13636363636363635,0.4090909090909091,3
33,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,0,Yes,3,4,2,10,3,3,9,0,0.0,0.8888888888888888,0.0,0.8888888888888888,3
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,1,Yes,3,4,0,1,2,3,1,0,1.0,1.0,0.0,0.0,1
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1,No,4,4,1,1,2,3,1,0,1.0,1.0,0.0,0.0,0
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1,Yes,3,4,0,1,4,3,1,1,1.0,0.0,1.0,0.0,0
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,1,Yes,4,2,0,8,2,2,8,2,8.0,0.25,0.25,0.625,0
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,2,Yes,3,1,0,23,2,3,15,1,10.0,0.4583333333333333,0.041666666666666664,0.4166666666666667,3
55,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,1,Yes,3,4,1,23,3,3,15,7,10.0,0.0,0.45454545454545453,0.2727272727272727,3
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,1,No,4,3,0,2,2,1,2,2,2.0,1.0,1.0,1.0,0
46,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,2,No,3,3,1,23,2,3,11,0,10.0,0.7272727272727273,0.0,0.36363636363636365,3
34,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,0,Yes,3,4,0,4,3,3,3,0,0.0,0.6666666666666666,0.0,0.6666666666666666,1
51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,4,Yes,4,1,1,23,5,2,15,7,7.75,0.3448275862068966,0.3793103448275862,0.3448275862068966,3
59,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,6,No,3,4,0,23,5,2,9,5,4.166666666666667,0.4444444444444444,0.5555555555555556,0.7777777777777778,3
34,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4,No,3,3,2,15,2,4,11,5,3.75,0.9090909090909091,0.45454545454545453,0.7272727272727273,1
28,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,0,Yes,3,3,0,5,2,2,4,0,0.0,0.5,0.0,0.5,0
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,1,No,3,4,2,23,4,2,15,7,10.0,0.52,0.56,0.36,3
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4,No,3,4,2,14,5,4,10,1,3.5,0.8,0.1,0.9,1
35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,0,Yes,3,4,0,4,3,3,3,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
42,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,6,Yes,3,4,0,18,2,3,1,0,3.0,0.0,0.0,0.0,0
43,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,3,No,3,4,0,23,3,4,15,7,7.666666666666667,0.8095238095238095,0.7142857142857143,0.3333333333333333,3
36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,7,Yes,3,4,0,18,2,3,15,5,2.0,0.75,0.3125,0.875,2
44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,1,No,3,4,1,10,2,3,10,0,10.0,0.5,0.0,0.7,2
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,1,Yes,3,2,1,2,2,3,2,2,2.0,1.0,1.0,1.0,1
51,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,0,No,3,2,0,8,5,2,7,7,0.0,1.0,1.0,0.0,0
30,No,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,7,Yes,3,3,0,10,3,3,8,1,1.4285714285714286,0.875,0.125,0.5,1
29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3,Yes,3,1,2,10,2,3,7,7,3.3333333333333335,1.0,1.0,1.0,1
28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2,No,3,2,0,5,2,2,3,1,2.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
25,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,1,No,3,4,0,2,3,2,2,2,2.0,0.5,1.0,1.0,0
32,No,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,1,No,3,3,2,10,4,4,10,0,10.0,0.8,0.0,0.7,2
45,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,3,No,4,3,0,22,4,3,1,0,7.333333333333333,0.0,0.0,0.0,3
39,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,6,Yes,3,4,2,21,4,3,15,7,3.5,0.10526315789473684,0.7894736842105263,0.47368421052631576,3
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,1,No,3,4,2,2,3,3,2,2,2.0,1.0,1.0,1.0,0
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,1,No,3,1,1,10,3,3,10,1,10.0,0.1,0.1,0.4,1
39,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,0,No,3,1,0,6,2,3,5,0,0.0,0.6,0.0,0.4,1
30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,0,No,3,1,1,10,5,3,9,6,0.0,0.7777777777777778,0.6666666666666666,0.2222222222222222,1
36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,3,No,3,1,0,10,1,3,7,1,3.3333333333333335,1.0,0.14285714285714285,1.0,2
46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,6,No,3,3,0,10,3,4,7,5,1.6666666666666667,1.0,0.7142857142857143,0.8571428571428571,1
28,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,0,No,3,1,2,10,5,3,9,7,0.0,0.5555555555555556,0.7777777777777778,0.8888888888888888,2
50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,4,Yes,3,2,0,23,2,3,3,1,6.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
40,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,2,Yes,3,3,0,9,2,3,5,1,4.5,0.0,0.2,0.8,3
52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,7,Yes,3,3,0,10,2,2,8,7,1.1111111111111112,0.875,0.875,0.875,3
30,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,1,Yes,4,4,2,9,2,3,9,0,9.0,0.8888888888888888,0.0,0.1111111111111111,3
39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,0,No,3,1,0,9,5,3,8,1,0.0,0.875,0.125,0.875,1
31,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,1,Yes,3,1,1,10,5,2,10,7,10.0,0.6,0.9,0.8,3
41,No,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,1,No,3,1,0,19,4,3,15,7,10.0,0.47368421052631576,0.5789473684210527,0.10526315789473684,2
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,1,Yes,3,1,0,3,2,4,3,2,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,4,No,3,3,0,10,4,4,3,1,2.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
42,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,0,Yes,3,4,0,21,3,2,15,2,0.0,0.5,0.1,0.4,3
55,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,4,No,3,4,1,23,5,3,15,7,5.75,0.5789473684210527,0.47368421052631576,0.47368421052631576,3
56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,6,No,3,1,0,23,4,3,7,7,6.0,1.0,1.0,0.42857142857142855,3
40,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,7,No,3,2,1,6,1,3,4,0,0.6666666666666666,0.0,0.0,0.5,1
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,0,No,3,4,1,10,1,2,9,1,0.0,0.6666666666666666,0.1111111111111111,0.7777777777777778,3
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,1,No,3,3,0,9,4,3,9,7,9.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1
41,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,0,No,3,4,1,10,2,3,9,1,0.0,0.7777777777777778,0.1111111111111111,0.3333333333333333,1
35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,1,Yes,3,2,0,9,3,3,9,1,9.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,1
51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,1,Yes,3,2,1,23,2,3,15,0,10.0,0.30303030303030304,0.0,0.2727272727272727,3
38,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,3,No,3,4,1,11,3,3,7,1,3.6666666666666665,1.0,0.14285714285714285,1.0,2
34,No,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,1,No,3,4,0,10,5,4,10,7,10.0,0.6,0.9,0.8,2
25,No,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3,No,3,3,2,7,5,2,3,1,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
58,Yes,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,7,Yes,3,4,0,23,1,2,10,5,4.428571428571429,0.9,0.5,0.9,3
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,3,No,4,3,1,7,3,3,4,0,2.3333333333333335,0.75,0.0,0.5,0
36,No,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,2,No,3,4,1,17,2,2,15,6,8.5,0.8666666666666667,0.4,0.4666666666666667,1
48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,1,No,3,3,0,11,2,3,10,0,10.0,0.8,0.0,0.9,2
27,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,7,No,3,2,1,5,4,3,1,0,0.625,0.0,0.0,0.0,0
51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,3,No,3,2,0,23,1,2,5,0,9.666666666666666,0.6,0.0,0.4,3
18,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1,No,3,3,0,1,5,4,1,0,0.0,0.0,0.0,0.0,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,0,No,3,2,1,10,1,3,9,0,0.0,0.0,0.0,0.7777777777777778,2
27,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,3,No,4,2,0,8,3,3,6,0,2.6666666666666665,0.0,0.0,0.3333333333333333,2
55,Yes,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,6,Yes,3,3,0,23,2,2,15,3,4.0,0.42105263157894735,0.15789473684210525,0.3684210526315789,3
56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,4,Yes,3,1,1,23,1,3,15,7,8.25,0.47368421052631576,0.7894736842105263,0.8421052631578947,3
34,No,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,1,No,4,3,2,5,2,3,5,0,5.0,0.0,0.0,0.8,0
40,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,5,No,4,2,2,15,1,3,12,7,3.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,2
34,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,4,No,3,1,2,10,1,3,8,7,2.5,0.875,0.875,0.875,2
31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,7,No,3,3,0,3,3,4,1,0,0.42857142857142855,0.0,0.0,0.0,0
35,Yes,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,0,Yes,3,3,1,5,1,2,4,3,0.0,0.5,0.75,0.5,1
38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,1,No,3,4,2,4,2,3,4,0,4.0,0.75,0.0,0.5,0
34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,1,No,3,4,0,14,2,4,14,4,10.0,0.7857142857142857,0.2857142857142857,0.7857142857142857,2
28,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,1,No,3,3,1,5,1,3,5,0,5.0,0.8,0.0,0.6,1
31,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,1,Yes,3,4,2,10,3,2,10,6,10.0,0.7,0.6,0.2,2
39,No,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,3,Yes,3,4,2,8,2,4,5,1,2.6666666666666665,0.8,0.2,0.8,2
51,No,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,2,No,3,2,0,14,5,3,4,3,7.0,0.5,0.75,0.5,3
41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,3,Yes,3,1,2,12,4,2,6,3,4.0,0.5,0.5,0.3333333333333333,2
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,7,Yes,3,4,0,8,2,3,6,1,1.1428571428571428,0.5,0.16666666666666666,0.6666666666666666,1
33,No,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6,No,3,1,0,8,2,4,5,1,1.3333333333333333,0.4,0.2,0.8,3
32,No,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,0,Yes,3,1,2,4,3,2,3,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
39,No,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,3,No,4,2,1,13,2,3,6,0,4.333333333333333,0.8333333333333334,0.0,0.6666666666666666,3
25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,2,No,3,2,0,6,3,2,3,1,3.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2
52,No,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,2,Yes,3,2,1,23,3,2,5,0,10.0,0.4,0.0,0.6,3
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,1,Yes,3,1,0,20,3,1,15,1,10.0,0.4,0.05,0.35,1
27,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,1,Yes,3,4,0,6,3,3,6,4,6.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2
27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,1,Yes,3,4,0,8,2,3,8,7,8.0,0.875,0.875,0.25,0
26,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,0,No,3,4,0,5,2,3,4,1,0.0,0.25,0.25,0.75,1
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,0,No,3,3,1,21,5,3,15,0,0.0,0.45,0.0,0.35,3
52,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,7,No,3,3,0,12,2,1,5,0,1.3333333333333333,0.8,0.0,0.8,1
37,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,4,No,3,1,0,8,5,3,3,0,2.0,0.6666666666666666,0.0,0.6666666666666666,1
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,2,No,3,3,0,10,2,3,2,2,5.0,1.0,1.0,1.0,3
25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,4,No,3,2,1,7,2,2,3,0,1.75,0.6666666666666666,0.0,0.6666666666666666,1
26,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,0,No,3,4,0,8,2,3,7,0,0.0,1.0,0.0,1.0,1
29,No,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,1,No,3,1,0,10,3,2,10,0,10.0,0.9,0.0,0.9,2
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,3,No,4,1,0,20,2,3,4,1,6.666666666666667,0.75,0.25,0.75,1
29,Yes,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,0,Yes,3,1,0,9,1,3,8,7,0.0,0.875,0.875,0.875,2
54,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,6,No,3,4,0,23,3,2,15,7,4.833333333333333,0.35,0.6,0.35,3
58,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,3,Yes,4,3,1,23,3,3,9,1,10.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,3
55,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,2,No,3,4,2,23,4,4,7,0,10.0,0.0,0.0,1.0,3
36,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,3,Yes,3,4,0,15,3,3,5,0,5.0,0.2,0.0,0.8,3
31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1,No,3,2,0,1,3,3,1,0,1.0,0.0,0.0,0.0,0
30,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,7,No,3,2,2,8,3,3,3,0,1.1428571428571428,0.6666666666666666,0.0,0.6666666666666666,1
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,3,No,3,3,0,9,3,4,3,1,3.0,0.0,0.3333333333333333,0.6666666666666666,3
34,No,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,5,No,3,3,2,10,2,3,4,1,2.0,0.75,0.25,0.75,1
31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1,No,3,3,0,1,3,4,1,0,1.0,0.0,0.0,0.0,0
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,0,No,3,2,0,6,3,4,5,1,0.0,0.8,0.2,0.0,0
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,1,No,3,3,0,10,2,2,10,1,10.0,0.8,0.1,0.4,2
36,No,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,4,No,3,1,2,11,3,2,3,0,2.75,0.6666666666666666,0.0,0.6666666666666666,2
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,7,No,3,3,1,17,2,2,6,1,2.4285714285714284,0.3333333333333333,0.16666666666666666,0.8333333333333334,1
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,3,No,3,1,0,6,2,3,3,2,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
37,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,0,No,3,1,0,7,2,1,6,1,0.0,0.5,0.16666666666666666,0.8333333333333334,1
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2,No,4,4,1,5,3,4,3,1,2.5,0.0,0.3333333333333333,0.6666666666666666,0
47,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,3,No,3,2,2,23,2,4,15,5,8.666666666666666,0.3,0.25,0.85,3
24,No,Travel_Rarely,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,Married,1,Yes,3,3,2,5,3,3,5,0,5.0,0.6,0.0,0.8,1
32,No,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,4,No,3,3,1,7,3,2,4,0,1.75,0.75,0.0,0.75,3
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,5,No,3,1,1,7,2,2,5,0,1.4,0.4,0.0,0.8,1
41,No,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,Married,2,Yes,3,1,0,7,5,2,4,0,3.5,0.75,0.0,0.5,0
40,No,Non-Travel,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,3,No,3,3,2,11,2,4,8,0,3.6666666666666665,0.875,0.0,0.875,1
31,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,1,No,3,1,1,13,5,3,13,7,10.0,0.6923076923076923,0.6923076923076923,0.5384615384615384,3
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,4,No,3,1,1,23,1,4,7,4,7.0,0.42857142857142855,0.5714285714285714,1.0,3
39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,2,Yes,4,2,0,11,2,4,1,0,5.5,0.0,0.0,0.0,1
31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,1,No,3,1,0,10,2,3,10,4,10.0,0.7,0.4,0.8,2
45,No,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,2,Yes,3,2,1,23,2,3,7,0,10.0,1.0,0.0,1.0,3
31,No,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,7,No,3,4,0,8,3,3,3,0,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0
31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,6,Yes,3,3,1,7,2,1,2,2,1.1666666666666667,1.0,1.0,1.0,1
45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,4,Yes,3,4,2,10,4,4,3,1,2.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
48,No,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,4,No,3,1,2,15,3,3,2,2,3.75,1.0,1.0,1.0,2
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,1,No,3,4,0,2,1,3,2,2,2.0,1.0,1.0,1.0,0
40,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,3,Research Director,2,Divorced,2,No,3,3,1,16,5,3,9,4,8.0,0.8888888888888888,0.4444444444444444,0.8888888888888888,3
28,No,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,0,No,3,4,0,6,4,3,5,1,0.0,0.6,0.2,0.8,3
44,No,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,3,No,3,4,0,7,5,3,5,0,2.3333333333333335,0.6,0.0,0.4,1
53,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,Single,4,No,3,2,0,23,2,2,9,7,8.75,0.8888888888888888,0.8888888888888888,0.8888888888888888,3
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,2,No,3,2,1,20,1,2,3,1,10.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2
40,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,2,No,3,3,1,8,3,4,3,1,4.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,1,Research Scientist,2,Single,1,No,3,3,0,6,3,2,5,1,6.0,0.6,0.2,0.4,1
33,No,Travel_Frequently,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,Married,0,No,3,1,2,5,2,3,4,0,0.0,0.75,0.0,0.75,1
34,No,Travel_Rarely,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,Single,3,No,3,4,0,15,2,3,13,3,5.0,0.9230769230769231,0.23076923076923078,0.6923076923076923,1
30,No,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,7,No,3,3,2,4,2,2,2,2,0.5,1.0,1.0,0.5,2
42,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,1,No,3,3,0,12,3,3,12,5,10.0,0.6666666666666666,0.4166666666666667,0.75,1
